Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales
1869,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,0.54,0.33,0.01
1870,Star Ocean: The Second Story,PS,1998,Role-Playing,0.26,0.1,0.72
1871,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,0.31,0.22,0.45
1872,Star Wars: The Force Unleashed,PSP,2008,Action,0.43,0.41,0.0
1873,Imagine: Babysitters,DS,2008,Simulation,0.63,0.36,0.0
1874,The Simpsons Game,PSP,2007,Action,0.24,0.55,0.0
1875,Yakuza 2,PS2,2006,Adventure,0.05,0.04,0.84
1876,Skate 2,X360,2009,Sports,0.82,0.17,0.01
1877,Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,0.78,0.29,0.0
1878,Virtua Fighter 5,PS3,2007,Fighting,0.29,0.52,0.08
1879,NFL 2K1,DC,2000,Sports,1.02,0.05,0.0
1880,BeatMania,PS,1998,Simulation,0.0,0.0,1.07
1881,Namco Museum Battle Collection,PSP,2005,Misc,0.75,0.18,0.0
1882,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,0.96,0.04,0.0
1883,Madden NFL 2004,XB,2003,Sports,1.02,0.02,0.0
1884,Empire: Total War,PC,2009,Strategy,0.01,0.97,0.0
1885,The Godfather,PS2,2006,Action,0.89,0.03,0.01
1886,Tiger Woods PGA Tour 10,Wii,2009,Sports,0.61,0.37,0.0
1887,Star Wars: Bounty Hunter,PS2,2002,Shooter,0.53,0.42,0.0
1888,Densha De Go!,PS,1997,Simulation,0.0,0.0,1.02
1889,Dante's Inferno,PS3,2010,Action,0.64,0.28,0.04
1890,Sonic & Sega All-Stars Racing,DS,2010,Racing,0.44,0.54,0.0
1891,Skylanders Giants,PS3,2012,Action,0.35,0.52,0.0
1892,Endless Ocean,Wii,2007,Adventure,0.44,0.47,0.09
1893,NFL Blitz 2000,PS,1998,Sports,0.6,0.41,0.0
1894,Sonic Free Riders,X360,2010,Racing,0.74,0.26,0.0
1895,NASCAR Thunder 2004,PS2,2003,Racing,0.53,0.41,0.0
1896,Prince of Persia,PS3,2008,Action,0.47,0.41,0.03
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,0.53,0.41,0.0
1898,Grand Theft Auto V,PC,2015,Action,0.36,0.64,0.0
1899,The Biggest Loser,Wii,2009,Sports,0.87,0.12,0.0
1900,Fisherman's Bass Club,PS2,2002,Sports,0.53,0.41,0.0
1901,MySims Agents,DS,2009,Adventure,0.55,0.43,0.0
1902,Resident Evil: The Darkside Chronicles,Wii,2009,Action,0.48,0.32,0.2
1903,NCAA Football 13,X360,2012,Action,1.02,0.0,0.0
1904,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,0.28,0.5,0.03
1905,FIFA Soccer 11,Wii,2010,Sports,0.26,0.69,0.0
1906,The Orange Box,PS3,2007,Shooter,0.28,0.59,0.0
1907,Joust,2600,1982,Platform,1.01,0.06,0.0
1908,Tomb Raider: Underworld,X360,2008,Action,0.53,0.43,0.01
1909,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,0.64,0.34,0.0
1910,DiRT 3,PS3,2011,Racing,0.27,0.59,0.01
1911,LEGO City Undercover,WiiU,2013,Platform,0.47,0.4,0.13
1912,Spore Creatures,DS,2008,Simulation,0.67,0.3,0.0
1913,Ready 2 Rumble Boxing,PS,1998,Sports,0.6,0.41,0.0
1914,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,0.77,0.29,0.0
1915,Disney's Lilo & Stitch,GBA,2002,Platform,0.77,0.29,0.0
1916,Star Fox: Assault,GC,2005,Shooter,0.68,0.18,0.19
1917,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,0.49,0.35,0.09
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,0.79,0.18,0.03
1919,NCAA Football 14,X360,2013,Sports,1.01,0.0,0.0
1920,Doko Demo Issyo,PS,1999,Misc,0.0,0.0,1.0
1921,Call of Duty 3,PS2,2006,Shooter,0.89,0.03,0.0
1922,Imagine: Fashion Designer New York,DS,2008,Simulation,0.65,0.32,0.0
1923,Red Dead Redemption: Undead Nightmare,X360,2010,Action,0.57,0.39,0.02
1924,Bully: Scholarship Edition,X360,2008,Action,0.53,0.4,0.03
1925,Virtua Fighter,SAT,1994,Fighting,0.17,0.12,0.77
1926,Championship Manager 99/00,PC,1999,Sports,0.0,0.98,0.0
1927,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,0.53,0.01,0.0
1928,Pro Evolution Soccer 2008,X360,2007,Sports,0.08,0.9,0.04
1929,Super Princess Peach,DS,2005,Platform,0.72,0.06,0.21
1930,NHL 99,PS,1997,Sports,0.59,0.4,0.0
1931,SoulCalibur III,PS2,2005,Fighting,0.74,0.15,0.13
1932,Skylanders SWAP Force,PS3,2013,Platform,0.43,0.44,0.0
1933,F1 2012,PS3,2012,Racing,0.12,0.64,0.05
1934,World Tour Soccer,PSP,2005,Sports,0.1,0.63,0.0
1935,Disney Universe,Wii,2011,Action,0.67,0.3,0.0
1936,Ridge Racer Revolution,PS,1995,Racing,0.17,0.12,0.71
1937,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,0.54,0.42,0.0
1938,Hot Wheels Turbo Racing,PS,1999,Racing,0.59,0.4,0.0
1939,NCAA Football 99,PS,1998,Sports,0.59,0.4,0.0
1940,Mortal Kombat: Armageddon,PS2,2006,Fighting,0.88,0.04,0.0
1941,Aliens vs Predator,X360,2010,Shooter,0.55,0.4,0.0
1942,Freekstyle,PS2,2002,Racing,0.52,0.41,0.0
1943,Junior Brain Trainer,DS,2008,Misc,0.23,0.74,0.0
1944,Darksiders,X360,2010,Action,0.67,0.29,0.01
1945,DiRT,PS3,2007,Racing,0.16,0.67,0.0
1946,Call of Duty 4: Modern Warfare,DS,2007,Shooter,0.96,0.02,0.01
1947,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,0.0,0.0,0.99
1948,Sega Superstars Tennis,Wii,2008,Sports,0.28,0.65,0.0
1949,NBA Street V3,PS2,2005,Sports,0.52,0.41,0.0
1950,Sleeping Dogs,PS3,2012,Action,0.31,0.5,0.05
1951,Mercenaries 2: World in Flames,X360,2008,Shooter,0.65,0.3,0.01
1952,Worms Armageddon,PS,1999,Strategy,0.18,0.81,0.0
1953,Hulk,PS2,2003,Action,0.52,0.41,0.0
1954,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,0.44,0.44,0.0
1955,NFL Blitz,N64,1998,Sports,1.02,0.04,0.0
1956,NFL Quarterback Club 98,N64,1997,Sports,1.01,0.05,0.0
1957,DJ Hero,X360,2009,Misc,0.56,0.4,0.0
1958,Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,0.97,0.01,0.0
1959,Diablo II: Lord of Destruction,PC,2001,Role-Playing,1.03,0.02,0.0
1960,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,0.39,0.41,0.1
1961,Spider-Man 2,GBA,2004,Action,0.76,0.28,0.0
1962,Virtua Tennis 3,PS3,2007,Sports,0.23,0.59,0.03
1963,Seek and Destroy,PS2,2002,Racing,0.52,0.4,0.0
1964,Warhawk,PS3,2007,Simulation,0.49,0.39,0.0
1965,Apollo Justice: Ace Attorney,DS,2007,Adventure,0.32,0.06,0.64
1966,Assassin's Creed: Rogue,X360,2014,Action,0.58,0.38,0.0
1967,Cosmic Ark,2600,1981,Shooter,0.99,0.05,0.0
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,0.81,0.11,0.0
1969,Skylanders: Trap Team,Wii,2014,Action,0.42,0.54,0.0
1970,Aliens vs Predator,PS3,2010,Shooter,0.41,0.47,0.0
1971,Defender,2600,1980,Misc,0.99,0.05,0.0
1972,Dance on Broadway,Wii,2010,Misc,0.27,0.66,0.0
1973,Adventure Island,NES,1986,Platform,0.0,0.0,1.05
1974,Arc the Lad II,PS,1996,Role-Playing,0.0,0.0,0.92
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,0.0,0.0,1.05
1976,Derby Stallion 96,SNES,1996,Sports,0.0,0.0,1.04
1977,UFC Undisputed 3,PS3,2012,Action,0.55,0.34,0.03
1978,NBA 2K3,PS2,2002,Sports,0.51,0.4,0.0
1979,Dragon Ball: XenoVerse,PS4,2015,Fighting,0.3,0.48,0.12
1980,The Simpsons: Road Rage,XB,2001,Racing,0.78,0.26,0.0
1981,Dave Mirra Freestyle BMX,PS,2000,Sports,0.91,0.11,0.0
1982,Imagine: Animal Doctor,DS,2007,Simulation,0.45,0.49,0.0
1983,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,0.56,0.38,0.01
1984,Forza Motorsport,XB,2005,Racing,0.52,0.51,0.0
1985,Sonic the Hedgehog,X360,2006,Platform,0.44,0.49,0.0
1986,MySims Agents,Wii,2009,Adventure,0.62,0.32,0.0
1987,Monster Rancher 2,PS,1998,Simulation,0.19,0.13,0.66
1988,Pokemon Conquest,DS,2012,Role-Playing,0.58,0.06,0.37
1989,The Simpsons Game,X360,2007,Action,0.54,0.4,0.0
1990,Guinness World Records: The Videogame,Wii,2008,Action,0.46,0.47,0.0
1991,MVP Baseball 2003,PS2,2003,Sports,0.51,0.4,0.0
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,0.33,0.37,0.26
1994,Disney Tangled,DS,2010,Action,0.58,0.37,0.0
1995,Tales of Destiny,PS,1997,Role-Playing,0.09,0.06,0.83
1996,ATV: Quad Power Racing,PS,2000,Racing,0.58,0.39,0.0
1997,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,0.57,0.35,0.02
1998,Mega Man X4,PS,1996,Action,0.45,0.3,0.22
1999,Naruto: Clash of Ninja 2,GC,2003,Fighting,0.44,0.12,0.45
2000,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,0.87,0.03,0.0
2001,Brink,X360,2011,Shooter,0.59,0.35,0.01
